"id","name","inn","opf_short","name_full_with_opf","ca_type","branch_type","ogrn","ogrn_date","fio_surname","fio_name","fio_patronymic","management_post","management_disqualified","management_name","email","address_full","address","status","actuality_date","registration_date","liquidation_date","is_archived","description","group_name"
258,КОМИТЕТ ПО УПРАВЛЕНИЮ МУНИЦИПАЛЬНЫМ ИМУЩЕСТВОМ АДМИНИСТРАЦИИ ГОРОДА ЛАНГЕПАСА,"8607001063",МКУ,КОМИТЕТ ПО УПРАВЛЕНИЮ МУНИЦИПАЛЬНЫМ ИМУЩЕСТВОМ АДМИНИСТРАЦИИ ГОРОДА ЛАНГЕПАСА,LEGAL,MAIN,"1028601417734",2002-08-29 03:00:00.000,,,,Председатель комитета,,Марочкин Андрей Геннадьевич,,"628672, Автономный округ Ханты-Мансийский Автономный округ - Югра, Г. Лангепас, УЛ. Ленина, Д.35","Ханты-Мансийский Автономный округ - Югра, г Лангепас, ул Ленина, д 35",ACTIVE,2021-11-01 03:00:00.000,1993-10-15 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
259,МЕЖРАЙОННАЯ ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 1 ПО ЯМАЛО-НЕНЕЦКОМУ АВТОНОМНОМУ ОКРУГУ,"8901014300",ФГКУ,МЕЖРАЙОННАЯ ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 1 ПО ЯМАЛО-НЕНЕЦКОМУ АВТОНОМНОМУ ОКРУГУ,LEGAL,MAIN,"1048900005890",2004-12-17 03:00:00.000,,,,Начальник,,Исаев Альберт Катаевич,,"629001, АВТОНОМНЫЙ ОКРУГ ЯМАЛО-НЕНЕЦКИЙ, Г. САЛЕХАРД, УЛ. ГУБКИНА, Д.6, К.А","г Салехард, ул Губкина, д 6А",ACTIVE,2022-10-17 03:00:00.000,2004-12-17 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
260,КОНЦЕССИОННАЯ КОММУНАЛЬНАЯ КОМПАНИЯ,"8608053716",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНЦЕССИОННАЯ КОММУНАЛЬНАЯ КОМПАНИЯ""",LEGAL,MAIN,"1098608000094",2009-02-11 03:00:00.000,,,,Генеральный директор,,Зубович Александр Евгеньевич,,"628484, АВТОНОМНЫЙ ОКРУГ ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА, Г. КОГАЛЫМ, УЛ. ПРИБАЛТИЙСКАЯ, Д.53","Ханты-Мансийский Автономный округ - Югра, г Когалым, ул Прибалтийская, д 53",ACTIVE,2022-11-14 03:00:00.000,2009-02-11 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
261,Т ПЛЮС,"6315376946",ПАО,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""Т ПЛЮС""",LEGAL,MAIN,"1056315070350",2005-08-01 03:00:00.000,,,,Генеральный директор,,Вагнер Андрей Александрович,,"143421, Московская область, Г.О. КРАСНОГОРСК, ТЕР. АВТОДОРОГА БАЛТИЯ, КМ 26-Й, Д. 5, СТР. 3, ОФИС 506","Московская обл, г Красногорск, тер автодорога Балтия, 26-й км, д 5 стр 3, офис 506",ACTIVE,2023-04-07 03:00:00.000,2005-08-01 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
262,НЕЗАВИСИМАЯ ЭНЕРГОСБЫТОВАЯ КОМПАНИЯ КРАСНОДАРСКОГО КРАЯ,"2308091759",НАО,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕЗАВИСИМАЯ ЭНЕРГОСБЫТОВАЯ КОМПАНИЯ КРАСНОДАРСКОГО КРАЯ""",LEGAL,MAIN,"1032304155102",2003-05-16 03:00:00.000,,,,Генеральный директор,,Росинский Евгений Викторович,,"350033, Краснодарский край, Г. КРАСНОДАР, ПЕР. ПЕРЕПРАВНЫЙ, Д. 13, ОФИС 101","г Краснодар, Переправный пер, д 13, офис 101",ACTIVE,2022-12-21 03:00:00.000,2003-05-16 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
263,ДНС РИТЕЙЛ,"2540167061",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДНС РИТЕЙЛ""",LEGAL,MAIN,"1102540008230",2010-11-22 03:00:00.000,,,,Директор,,Копылов Николай Анатольевич,,"690068, Приморский край, Г. ВЛАДИВОСТОК, ПР-КТ 100-ЛЕТИЯ ВЛАДИВОСТОКА, Д. 155, КОРПУС 3 ОФИС 5","г Владивосток, пр-кт 100-летия Владивостока, д 155 к 3, офис 5",ACTIVE,2023-02-02 03:00:00.000,2010-11-22 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
264,Фонарёв Александр Владимирович,"772021084200",ИП,Индивидуальный предприниматель Фонарёв Александр Владимирович,INDIVIDUAL,,"320508100127800",2020-03-25 03:00:00.000,Фонарёв,Александр,Владимирович,,,,,"ОБЛАСТЬ МОСКОВСКАЯ, ГОРОД БАЛАШИХА","Московская обл, г Балашиха",ACTIVE,2023-02-05 03:00:00.000,2020-03-25 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
265,ХАЛМЕР,"5029163832",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХАЛМЕР""",LEGAL,MAIN,"1125029005750",2012-06-25 03:00:00.000,,,,Генеральный директор,,Жидков Александр Станиславович,,"141033, Московская область, Г.О. МЫТИЩИ, Г МЫТИЩИ, МКР ПОСЕЛОК ПИРОГОВСКИЙ, УЛ ФАБРИЧНАЯ, СТР. 17В, ОФИС 2","141033, Московская область, Г.О. МЫТИЩИ, Г МЫТИЩИ, МКР ПОСЕЛОК ПИРОГОВСКИЙ, УЛ ФАБРИЧНАЯ, СТР. 17В, ОФИС 2",ACTIVE,2022-12-14 03:00:00.000,2012-06-25 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
266,ХОЛДИНГ СТРАТЕГИЧЕСКОГО РАЗВИТИЯ,"7706234050",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХОЛДИНГ СТРАТЕГИЧЕСКОГО РАЗВИТИЯ""",LEGAL,MAIN,"1027700454737",2002-11-25 03:00:00.000,,,,Генеральный директор,,Зверева Наталия Ивановна,,"119019, Г.Москва, УЛ. ЗНАМЕНКА, Д. 8, СТР. 3","г Москва, ул Знаменка, д 8 стр 3",ACTIVE,2022-11-28 03:00:00.000,2001-01-09 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
267,ЦЕНТР НЕЗАВИСИМОЙ ОЦЕНКИ,"5919851303",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР НЕЗАВИСИМОЙ ОЦЕНКИ""",LEGAL,MAIN,"1055906081208",2005-01-31 03:00:00.000,,,,Генеральный директор,,Леснова Татьяна Викторовна,,"614530, Пермский край, Р-Н ПЕРМСКИЙ, С ФРОЛЫ, УЛ ВЕСЕННЯЯ, Д. 20, КВ. 1","Пермский край, Пермский р-н, село Фролы, ул Весенняя, д 20, кв 1",ACTIVE,2023-01-15 03:00:00.000,2005-01-31 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
268,ЦЕНТР ТЕХНИЧЕСКОГО СЕРВИСА,"5941003330",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ТЕХНИЧЕСКОГО СЕРВИСА""",LEGAL,MAIN,"1025901794203",2002-09-02 03:00:00.000,,,,Директор,,Шефер Андрей Геннадьевич,,"618703, Пермский край, Г. ДОБРЯНКА, РП. ПОЛАЗНА, ПЕР. ТРАНСПОРТНЫЙ, Д. 1","Пермский край, г Добрянка, рп Полазна, Транспортный пер, д 1",ACTIVE,2023-03-21 03:00:00.000,1999-01-10 03:00:00.000,,false,autoloaded by counteragentcreate.py,
269,Чельцов Степан Владимирович,"463227862193",ИП,Индивидуальный предприниматель Чельцов Степан Владимирович,INDIVIDUAL,,"320463200003755",2020-01-29 03:00:00.000,Чельцов,Степан,Владимирович,,,,,"ОБЛАСТЬ КУРСКАЯ, ГОРОД КУРСК",г Курск,ACTIVE,2022-11-30 03:00:00.000,2020-01-29 03:00:00.000,,false,autoloaded by counteragentcreate.py,
270,ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ АЛЬЯНС-2,"2315162464",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""АЛЬЯНС-2""",LEGAL,MAIN,"1102315004770",2010-09-17 03:00:00.000,,,,Генеральный директор,,Громов Владимир Владимирович,,"353900, Краснодарский край, Г. НОВОРОССИЙСК, УЛ. ВИДОВА, Д.172","Краснодарский край, г Новороссийск, ул Видова, д 172",LIQUIDATING,2023-01-11 03:00:00.000,2010-09-17 03:00:00.000,,false,autoloaded by counteragentcreate.py,
113,ФЕДЕРАЛЬНАЯ СЛУЖБА ПО ИНТЕЛЛЕКТУАЛЬНОЙ СОБСТВЕННОСТИ,"7730176088",ФГКУ,ФЕДЕРАЛЬНАЯ СЛУЖБА ПО ИНТЕЛЛЕКТУАЛЬНОЙ СОБСТВЕННОСТИ,LEGAL,MAIN,"1047730015200",2004-06-23 03:00:00.000,,,,Руководитель,,Зубов Юрий Сергеевич,,"123995, ГОРОД МОСКВА, НАБ. БЕРЕЖКОВСКАЯ, Д.30, К.1","г Москва, Бережковская наб, д 30 к 1",ACTIVE,2022-02-28 03:00:00.000,2004-06-23 03:00:00.000,,false,autoloaded by counteragentcreate.py,Госорганы
193,МЕЖРЕГИОНАЛЬНАЯ ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ ПО УПРАВЛЕНИЮ ДОЛГОМ,"7727406020",ФГКУ,МЕЖРЕГИОНАЛЬНАЯ ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ ПО УПРАВЛЕНИЮ ДОЛГОМ,LEGAL,MAIN,"1197746047080",2019-02-01 03:00:00.000,,,,Начальник,,Плаксин Дмитрий Алексеевич,,"107078, Г.Москва, ПЕР. ОРЛИКОВ, Д. 3, СТР. 1","г Москва, Орликов пер, д 3 стр 1",ACTIVE,2023-01-11 03:00:00.000,2019-02-01 03:00:00.000,,false,autoloaded by counteragentcreate.py,Госорганы
241,ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 9 ПО Г. МОСКВЕ,"7709000010",ФГКУ,ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 9 ПО Г. МОСКВЕ,LEGAL,MAIN,"1047709098315",2004-12-23 03:00:00.000,,,,Начальник инспекции,,Краснокутская Елена Александровна,,"109147, ГОРОД МОСКВА, УЛ. МАРКСИСТСКАЯ, Д. 34, К. 6","г Москва, ул Марксистская, д 34 к 6",ACTIVE,2019-02-28 03:00:00.000,2004-12-23 03:00:00.000,,false,autoloaded by 3_counteragentcreate.py,
